platform,content,score,user,time,movie_id,clean_content,words,word_count,sentiment_label,sentiment_prob,sentiment_text
豆瓣电影,宏大又空洞，前卫又土气,3,如魚,2023-01-27 22:42:26,35267208,宏大又空洞，前卫又土气,"['宏大', '空洞', '前卫', '土气']",4,2,0.4432879388332367,正面
豆瓣电影,"《流浪地球》系列，单枪匹马，把中国的科幻电影提升到世界级水平。
这不是老套的个人英雄主义冒险故事，而是一个宏大的全人类史诗。
但是，173分钟的片长，三条缺乏交互的故事线，慢热的节奏，劝退路人的冗长数字生命线，确实是讨好了影迷与科幻迷，可无疑也是提高了对广大路人的门槛。
豆瓣用户狂吹刘德华线，但电影院里刘德华线却让很多观众低头玩手机。
2023年1月22日，刘培强先生，生日快乐！
可能也就世界末日了，房价才会跌。
最后，这不比《阿凡达2》的家庭伦理与美式霸凌好看?",5,碎玉屠龙,2023-01-22 12:11:21,35267208,《流浪地球》系列，单枪匹马，把中国的科幻电影提升到世界级水平。 这不是老套的个人英雄主义冒险故事，而是一个宏大的全人类史诗。 但是，分钟的片长，三条缺乏交互的故事线，慢热的节奏，劝退路人的冗长数字生命线，确实是讨好了影迷与科幻迷，可无疑也是提高了对广大路人的门槛。 豆瓣用户狂吹刘德华线，但电影院里刘德华线却让很多观众低头玩手机。 年月日，刘培强先生，生日快乐！ 可能也就世界末日了，房价才会跌。 最后，这不比《阿凡达》的家庭伦理与美式霸凌好看,"['流浪', '地球', '系列', '单枪匹马', '中国', '科幻电影', '提升', '世界级', '水平', '不是', '老套', '个人', '英雄主义', '冒险', '故事', '而是', '宏大', '全人类', '史诗', '分钟', '片长', '三条', '缺乏', '交互', '故事', '慢热', '节奏', '退路', '冗长', '数字', '生命线', '确实', '讨好', '影迷', '科幻', '无疑', '提高', '广大', '路人', '门槛', '豆瓣', '用户', '狂吹', '刘德华', '电影院', '刘德华', '很多', '观众', '低头', '手机', '年月日', '刘培强', '先生', '生日快乐', '可能', '世界末日', '房价', '最后', '这不比', '阿凡', '家庭', '伦理', '美式', '霸凌', '好看']",65,2,0.5940492749214172,正面
豆瓣电影,笨笨！！你是军犬！！,5,水逆退散,2023-01-22 16:30:59,35267208,笨笨！！你是军犬！！,"['笨笨', '军犬']",2,2,0.5149871110916138,正面
豆瓣电影,野心满满，想讲的东西太多了，叙事节奏反而就出了大问题……整成了编年史,4,Made in Heaven,2023-01-22 16:09:28,35267208,野心满满，想讲的东西太多了，叙事节奏反而就出了大问题整成了编年史,"['野心', '满满', '东西', '太多', '叙事', '节奏', '反而', '问题', '整成', '编年史']",10,2,0.4699288606643677,正面
豆瓣电影,所以为什么图恒宇只惦记他女儿。。那他老婆也是那场车祸一起去世的啊。。啊我真的是，中国女人的一生就只有母亲和妻子的身份了吗。还有韩朵朵作为一个医疗兵，连救治伤员的戏份都没有，那她存在的意义是？只为了突出刘培强是个可以保护老婆的好丈夫？,4,见鹿,2023-01-29 00:08:22,35267208,所以为什么图恒宇只惦记他女儿。。那他老婆也是那场车祸一起去世的啊。。啊我真的是，中国女人的一生就只有母亲和妻子的身份了吗。还有韩朵朵作为一个医疗兵，连救治伤员的戏份都没有，那她存在的意义是？只为了突出刘培强是个可以保护老婆的好丈夫？,"['所以', '为什么', '图恒宇', '惦记', '女儿', '老婆', '那场', '车祸', '一起', '去世', '真的', '中国', '女人', '一生', '母亲', '妻子', '身份', '朵朵', '作为', '医疗', '救治', '伤员', '戏份', '存在', '意义', '为了', '突出', '刘培强', '保护', '老婆', '丈夫']",31,2,0.57026207447052,正面
豆瓣电影,我看有些人说又红又爹，感觉确实有点儿。但是点完头我又想，美国哪部电影不是又“蓝”又“宇宙第一”？,5,玛丽莲萌鹿,2023-01-24 19:03:12,35267208,我看有些人说又红又爹，感觉确实有点儿。但是点完头我又想，美国哪部电影不是又蓝又宇宙第一？,"['有些', '感觉', '确实', '有点儿', '完头', '美国', '哪部', '电影', '不是', '宇宙', '第一']",11,2,0.48063284158706665,正面
豆瓣电影,笨笨  你是条军犬！,4,漂亮宝贝不干了,2023-01-22 20:58:51,35267208,笨笨 你是条军犬！,"['笨笨', '军犬']",2,2,0.4490859806537628,正面
豆瓣电影,纯直男视角，无趣级了。女性是妻子是母亲是女儿，但不是战友。女性发言人角色连群像塑造都不算，顶多是个符号，女性宇航员是背景，韩朵朵本以为有更大的功能，结果后面只是结婚生了个孩子。,3,迷迭香,2023-01-24 10:45:22,35267208,纯直男视角，无趣级了。女性是妻子是母亲是女儿，但不是战友。女性发言人角色连群像塑造都不算，顶多是个符号，女性宇航员是背景，韩朵朵本以为有更大的功能，结果后面只是结婚生了个孩子。,"['纯直', '视角', '无趣', '女性', '妻子', '母亲', '女儿', '不是', '战友', '女性', '发言人', '角色', '群像', '塑造', '不算', '顶多', '符号', '女性', '宇航员', '背景', '朵朵', '以为', '功能', '结果', '后面', '结婚', '孩子']",27,2,0.6161959171295166,正面
豆瓣电影,建议前面一小时一剪没。,4,麻薯奶油波波兔,2023-01-23 12:15:10,35267208,建议前面一小时一剪没。,"['建议', '前面', '小时', '一剪']",4,1,0.37850603461265564,中性
豆瓣电影,比第一部的视野磅礴，有更加深入的思考，尤其是刘德华的那条数字生命计划线，也是为第三部埋下的彩蛋。特别不喜欢李雪健最后点火时的迷之自信和沙溢的50岁以上出列，充斥着强烈的自我感动和群体绑架。最喜欢的人物是宁理的马兆，代表理性之光，只有在他那里，人类存在的意义和人类之于万物的地位才是最理性的。,4,影随茵动,2023-01-24 23:20:34,35267208,比第一部的视野磅礴，有更加深入的思考，尤其是刘德华的那条数字生命计划线，也是为第三部埋下的彩蛋。特别不喜欢李雪健最后点火时的迷之自信和沙溢的岁以上出列，充斥着强烈的自我感动和群体绑架。最喜欢的人物是宁理的马兆，代表理性之光，只有在他那里，人类存在的意义和人类之于万物的地位才是最理性的。,"['第一部', '视野', '磅礴', '更加', '深入', '思考', '尤其', '刘德华', '那条', '数字', '生命', '计划', '第三部', '埋下', '彩蛋', '特别', '喜欢', '李雪健', '最后', '点火', '自信', '沙溢', '以上', '充斥', '强烈', '自我', '感动', '群体', '绑架', '喜欢', '人物', '宁理', '马兆', '代表', '理性', '之光', '那里', '人类', '存在', '意义', '人类', '万物', '地位', '理性']",44,2,0.6427983641624451,正面
豆瓣电影,放几年前，我会跟着愤青一起骂，骂故事写的不好，骂节奏，但其实我的阅片量来讲根本不懂这些。无非就是跟风黑，显得自己多专业一样。现在呢？有一部电影3个小时让我不困，让我感慨，让我跟着它的思路去走，还能看到中国电影人走向世界的野心，就已经足够了。,5,一叶小江南,2023-01-23 09:13:12,35267208,放几年前，我会跟着愤青一起骂，骂故事写的不好，骂节奏，但其实我的阅片量来讲根本不懂这些。无非就是跟风黑，显得自己多专业一样。现在呢？有一部电影个小时让我不困，让我感慨，让我跟着它的思路去走，还能看到中国电影人走向世界的野心，就已经足够了。,"['几年', '我会', '跟着', '愤青', '一起', '故事', '不好', '节奏', '阅片量', '来讲', '根本', '这些', '无非', '跟风', '显得', '专业', '一样', '现在', '一部', '电影', '小时', '不困', '感慨', '跟着', '思路', '看到', '中国', '电影', '走向世界', '野心', '已经', '足够']",32,2,0.4350726902484894,正面
豆瓣电影,特效五星，创意五星，但是作为女性，我给它扣两星。图恒宇开车转头导致妻女车祸身亡，他却只对女儿思念愧疚追忆，妻子仿佛就是生育工具，此后只字未提，为了女儿还多次置拯救人类大事业于旁，强行凹父爱人设讨人嫌。韩朵朵作为本片中一开始与刘培强两人强强组合的女性角色，最后也安排了一个相夫教子，得病去世的结局，沦为体现刘培强铁汉柔情好丈夫好爸爸人设和走上英雄之路上的重要工具人。还有多次巧合的卡时间成功发射和成功启动来制造紧张感，让人略感不适，巧合多了反而弄巧成拙。,3,DJLily,2023-01-31 23:45:01,35267208,特效五星，创意五星，但是作为女性，我给它扣两星。图恒宇开车转头导致妻女车祸身亡，他却只对女儿思念愧疚追忆，妻子仿佛就是生育工具，此后只字未提，为了女儿还多次置拯救人类大事业于旁，强行凹父爱人设讨人嫌。韩朵朵作为本片中一开始与刘培强两人强强组合的女性角色，最后也安排了一个相夫教子，得病去世的结局，沦为体现刘培强铁汉柔情好丈夫好爸爸人设和走上英雄之路上的重要工具人。还有多次巧合的卡时间成功发射和成功启动来制造紧张感，让人略感不适，巧合多了反而弄巧成拙。,"['特效', '五星', '创意', '五星', '作为', '女性', '两星', '图恒宇', '开车', '转头', '导致', '妻女', '车祸', '身亡', '女儿', '思念', '愧疚', '追忆', '妻子', '仿佛', '生育', '工具', '此后', '只字未提', '为了', '女儿', '多次', '拯救', '人类', '事业', '强行', '父爱', '人设', '讨人嫌', '朵朵', '作为', '本片', '中一', '开始', '刘培强', '两人', '强强', '组合', '女性', '角色', '最后', '安排', '相夫教子', '得病', '去世', '结局', '沦为', '体现', '刘培强', '铁汉', '柔情', '丈夫', '爸爸', '人设', '走上', '英雄', '路上', '重要', '工具', '多次', '巧合', '时间', '成功', '发射', '成功', '启动', '制造', '紧张感', '人略感', '不适', '巧合', '反而', '弄巧成拙']",78,2,0.5675159096717834,正面
豆瓣电影,当年看完第一部还是蛮喜欢的，觉得它试图在人类的有限里去探索一种无限，尽管这有很大的自我感动的嫌疑。但是这一部看完，不适的观感进一步加重了，尽可能放大所谓人类的情感联结，但是全片看下来超级累，满脑子蹦出来的都是四个字：大而“无用”。大之一，在于肿大，叙事上感觉特别冗余累赘，三条线串联得很笨，松散且有点重复。大之二，在于自大，甚至于接近膨胀的各种主义情绪滋生，这点就不展开说了。大之三，在于夸大，夸大的美学和场景设定，左淹自由女神像右爆悉尼歌剧院，东方明珠只露了个塔尖，鸟巢已经沉入海底了，大裤衩却只淹到脚底，当然这也并不影响啥，但就是觉得，没啥必要。而且，对所有一见面就揶揄女性自以为好笑的直男台词感到反感。工业层面看自然是无懈可击的，第一步也已经迈出去了，但总归是觉得，好像有点使劲错了方向。,3,朝阳区妻夫木聪,2023-01-22 23:33:33,35267208,当年看完第一部还是蛮喜欢的，觉得它试图在人类的有限里去探索一种无限，尽管这有很大的自我感动的嫌疑。但是这一部看完，不适的观感进一步加重了，尽可能放大所谓人类的情感联结，但是全片看下来超级累，满脑子蹦出来的都是四个字：大而无用。大之一，在于肿大，叙事上感觉特别冗余累赘，三条线串联得很笨，松散且有点重复。大之二，在于自大，甚至于接近膨胀的各种主义情绪滋生，这点就不展开说了。大之三，在于夸大，夸大的美学和场景设定，左淹自由女神像右爆悉尼歌剧院，东方明珠只露了个塔尖，鸟巢已经沉入海底了，大裤衩却只淹到脚底，当然这也并不影响啥，但就是觉得，没啥必要。而且，对所有一见面就揶揄女性自以为好笑的直男台词感到反感。工业层面看自然是无懈可击的，第一步也已经迈出去了，但总归是觉得，好像有点使劲错了方向。,"['当年', '第一部', '喜欢', '觉得', '试图', '人类', '有限', '探索', '一种', '无限', '尽管', '这有', '很大', '自我', '感动', '嫌疑', '一部', '不适', '观感', '进一步', '加重', '尽可能', '放大', '所谓', '人类', '情感', '联结', '全片', '下来', '超级', '满脑子', '蹦出来', '四个', '大而', '无用', '在于', '肿大', '叙事', '感觉', '特别', '冗余', '累赘', '三条', '串联', '松散', '有点', '重复', '之二', '在于', '自大', '甚至于', '接近', '膨胀', '各种', '主义', '情绪', '滋生', '这点', '展开', '之三', '在于', '夸大', '夸大', '美学', '场景', '设定', '左淹', '自由', '女神像', '右爆', '悉尼歌剧院', '东方明珠', '只露', '塔尖', '鸟巢', '已经', '沉入', '海底', '裤衩', '淹到', '脚底', '当然', '影响', '觉得', '必要', '所有', '见面', '揶揄', '女性', '以为', '好笑', '台词', '感到', '反感', '工业', '层面', '自然', '无懈可击', '第一步', '已经', '迈出', '总归', '觉得', '好像', '有点', '使劲', '方向']",107,2,0.518372654914856,正面
豆瓣电影,看完了，大年初一就在电影院哭了，那种与天斗与人斗与命运斗只为了未知的未来和理想奋斗的中式硬核浪漫让人心潮澎湃。李雪健那个角色在大会的发言真的超牛，大刘笔下的科幻真是处处有着中国人特有的务实和真诚，好喜欢，这电影真的太特么牛批了！,5,🛸,2023-01-22 12:13:50,35267208,看完了，大年初一就在电影院哭了，那种与天斗与人斗与命运斗只为了未知的未来和理想奋斗的中式硬核浪漫让人心潮澎湃。李雪健那个角色在大会的发言真的超牛，大刘笔下的科幻真是处处有着中国人特有的务实和真诚，好喜欢，这电影真的太特么牛批了！,"['大年初一', '电影院', '那种', '天斗', '人斗', '命运', '为了', '未知', '未来', '理想', '奋斗', '中式', '硬核', '浪漫', '心潮澎湃', '李雪健', '那个', '角色', '大会', '发言', '真的', '超牛', '笔下', '科幻', '真是', '处处', '有着', '中国', '特有', '务实', '真诚', '喜欢', '电影', '真的', '太特', '牛批']",36,2,0.472917765378952,正面
豆瓣电影,绝对是亚洲科幻大片第一档，但娱乐性上跟好莱坞还是有差距。虽然这些年好莱坞的大片难看在故事越讲越小，任你宇宙爆炸也是拍家人和解，但这部又过于宏大叙事，情感上动人的点太少了,4,根,2023-01-26 00:44:47,35267208,绝对是亚洲科幻大片第一档，但娱乐性上跟好莱坞还是有差距。虽然这些年好莱坞的大片难看在故事越讲越小，任你宇宙爆炸也是拍家人和解，但这部又过于宏大叙事，情感上动人的点太少了,"['绝对', '亚洲', '科幻', '大片', '第一', '娱乐性', '好莱坞', '差距', '虽然', '这些', '好莱坞', '大片', '难看', '故事', '宇宙', '爆炸', '家人', '和解', '这部', '过于', '宏大', '叙事', '情感', '动人', '太少']",25,2,0.4882991909980774,正面
豆瓣电影,"75分。
特效顶级，但是但凡多花1000万在编剧上，故事也不至于碎成这样。这剧本我真的敢说“我行我上”，方方正正，刚直不阿，一块是一块，互相都不粘连。跟旅行vlog一样，你看这里是太空电梯，你看这里是刘培强结婚，你看这里是月球危机，你看这是我们的互联网基地……每个感动的点我都知道导演要感动，但我始终入不了戏，不敢动。隔壁《满江红》有个热评，说“感动你的不是电影，而是满江红这首词”，《球2》也可以套用这个评论：“感动你的不是电影，而是中国的伟大崛起”。",4,蔡小马,2023-01-25 23:19:03,35267208,分。 特效顶级，但是但凡多花万在编剧上，故事也不至于碎成这样。这剧本我真的敢说我行我上，方方正正，刚直不阿，一块是一块，互相都不粘连。跟旅行vlog一样，你看这里是太空电梯，你看这里是刘培强结婚，你看这里是月球危机，你看这是我们的互联网基地每个感动的点我都知道导演要感动，但我始终入不了戏，不敢动。隔壁《满江红》有个热评，说感动你的不是电影，而是满江红这首词，《球》也可以套用这个评论：感动你的不是电影，而是中国的伟大崛起。,"['特效', '顶级', '但凡', '多花', '编剧', '故事', '不至于', '碎成', '剧本', '真的', '我行', '方方正正', '刚直不阿', '一块', '一块', '互相', '粘连', '旅行', 'vlog', '一样', '这里', '太空', '电梯', '这里', '刘培强', '结婚', '这里', '月球', '危机', '我们', '互联网', '基地', '每个', '感动', '知道', '导演', '感动', '始终', '不了', '不敢', '隔壁', '满江红', '有个', '热评', '感动', '不是', '电影', '而是', '满江红', '这首词', '套用', '这个', '评论', '感动', '不是', '电影', '而是', '中国', '伟大', '崛起']",60,2,0.5371477007865906,正面
豆瓣电影,进步不应仅局限于特效，还包括如何看待女性，价值观突破和技术飞跃一样重要，真正大片是两条腿走路。,3,shininglove,2023-01-25 18:32:05,35267208,进步不应仅局限于特效，还包括如何看待女性，价值观突破和技术飞跃一样重要，真正大片是两条腿走路。,"['进步', '不应', '局限于', '特效', '包括', '看待', '女性', '价值观', '突破', '技术', '飞跃', '一样', '重要', '真正', '大片', '两条腿走']",16,2,0.4426751732826233,正面
豆瓣电影,跟1相比更加硬核科幻，但感染共情力下降了。我知道集体主义能够救世界，但太缺少末日的精神关怀了。地球都要完犊子了居然还要每个人当好螺丝钉，想想就很绝望...（我承认我觉悟低）,3,同志亦凡人中文站,2023-04-17 13:55:56,35267208,跟相比更加硬核科幻，但感染共情力下降了。我知道集体主义能够救世界，但太缺少末日的精神关怀了。地球都要完犊子了居然还要每个人当好螺丝钉，想想就很绝望（我承认我觉悟低）,"['相比', '更加', '硬核', '科幻', '感染', '情力', '下降', '知道', '集体主义', '能够', '世界', '缺少', '末日', '精神', '关怀', '地球', '犊子', '居然', '还要', '每个', '当好', '螺丝钉', '想想', '绝望', '承认', '觉悟']",26,2,0.4922803044319153,正面
豆瓣电影,仿佛被绑在过年的饭桌上，喂了满嘴仁义道德…………,2,妮妮小豆,2023-02-05 16:21:19,35267208,仿佛被绑在过年的饭桌上，喂了满嘴仁义道德,"['仿佛', '被绑', '过年', '饭桌', '满嘴', '仁义道德']",6,2,0.4766519367694855,正面
豆瓣电影,三星以下对电影不公平，三星以上对观众不公平。,3,Kek444,2023-01-22 21:42:52,35267208,三星以下对电影不公平，三星以上对观众不公平。,"['三星', '以下', '电影', '公平', '三星', '以上', '观众', '公平']",8,2,0.41340503096580505,正面
豆瓣电影,这种“科幻大片”让人失望的地方在于，它们看似有着充沛甚至豪迈的想象力，内核却永远是保守陈旧毫无创造力的旧世界。,3,Alice小台灯,2023-01-29 10:18:32,35267208,这种科幻大片让人失望的地方在于，它们看似有着充沛甚至豪迈的想象力，内核却永远是保守陈旧毫无创造力的旧世界。,"['这种', '科幻', '大片', '失望', '地方', '在于', '它们', '看似', '有着', '充沛', '甚至', '豪迈', '想象力', '内核', '永远', '保守', '陈旧', '毫无', '创造力', '世界']",20,2,0.49208664894104004,正面
豆瓣电影,最后把地球推出了太阳系，看到一个网友的留言有点逗，他说看这个剧感受到了中国人对不动产的执念。,4,桃子汽水,2023-01-31 15:18:45,35267208,最后把地球推出了太阳系，看到一个网友的留言有点逗，他说看这个剧感受到了中国人对不动产的执念。,"['最后', '地球', '推出', '太阳系', '看到', '网友', '留言', '有点', '这个', '感受', '中国', '不动产', '执念']",13,2,0.5391998887062073,正面
豆瓣电影,郭帆应该少看《2001太空漫游》，多看几遍《楢山节考》。,3,后自愈,2023-01-24 18:59:38,35267208,郭帆应该少看《太空漫游》，多看几遍《楢山节考》。,"['郭帆', '少看', '太空', '漫游', '几遍', '山节']",6,1,0.42468976974487305,中性
