platform,content,score,user,time,movie_id,clean_content,words,word_count,sentiment_label,sentiment_prob,sentiment_text,entities,person_entities,location_entities,organization_entities,product_entities,keywords,keyword_list,is_long,topic_0,topic_1,topic_2,dominant_topic,aspect_results,aspect_电影,aspect_中国,aspect_科幻,aspect_人类,aspect_地球,aspect_故事,aspect_角色,aspect_女性,aspect_刘德华,aspect_流浪,topic_3,topic_4,summary
豆瓣电影,"年初一一口气看5部之第5部。

单日电影马拉松的最后一部，为了最好的激光IMAX版本，看完都已经夜里凌晨3点了，回家吃夜宵加整理材料后天都快亮了，意味着我为了看电影几乎24小时没合眼，这属于折寿式观影，请勿模仿。

虽然《流浪地球》几乎是中国科幻电影的独苗，但是好在它的生长确实茁壮，几乎以一己之力把中国科幻片的水平拉到世界级的比较水准，也就更显宝贵。通过幕后纪录片以及实际观影的体验来看，主创团队的确为了构建这个新世界耗费了巨大心血，也看得出来郭帆他们的确是在认真创作，诚恳地征求并遵循科学家们的建议。

太空电梯的长镜头实在太过震撼，战斗机与无人机的空战又实在酣畅，数字生命计划的讨论极富哲学价值。当然最触动人心的还是宏大叙事下本土化的精神表达，虽然很多人反感宏大叙事，可这才是真正天问式地思考人类命运的主题。",4,连城易脆,2023-01-23 09:40:07,35267208,年初一一口气看部之第部。 单日电影马拉松的最后一部，为了最好的激光IMAX版本，看完都已经夜里凌晨点了，回家吃夜宵加整理材料后天都快亮了，意味着我为了看电影几乎小时没合眼，这属于折寿式观影，请勿模仿。 虽然《流浪地球》几乎是中国科幻电影的独苗，但是好在它的生长确实茁壮，几乎以一己之力把中国科幻片的水平拉到世界级的比较水准，也就更显宝贵。通过幕后纪录片以及实际观影的体验来看，主创团队的确为了构建这个新世界耗费了巨大心血，也看得出来郭帆他们的确是在认真创作，诚恳地征求并遵循科学家们的建议。 太空电梯的长镜头实在太过震撼，战斗机与无人机的空战又实在酣畅，数字生命计划的讨论极富哲学价值。当然最触动人心的还是宏大叙事下本土化的精神表达，虽然很多人反感宏大叙事，可这才是真正天问式地思考人类命运的主题。,"['年初一', '一口气', '看部', '第部', '单日', '电影', '马拉松', '最后', '一部', '为了', '最好', '激光', 'IMAX', '版本', '已经', '夜里', '凌晨', '回家', '夜宵', '整理', '材料', '后天', '快亮', '意味着', '为了', '电影', '几乎', '小时', '合眼', '属于', '折寿', '观影', '请勿', '模仿', '虽然', '流浪', '地球', '几乎', '中国', '科幻电影', '独苗', '生长', '确实', '茁壮', '几乎', '以一己', '之力', '中国', '科幻片', '水平', '世界级', '比较', '水准', '更显', '宝贵', '通过', '幕后', '纪录片', '以及', '实际', '观影', '体验', '来看', '主创', '团队', '的确', '为了', '构建', '这个', '新世界', '耗费', '巨大', '心血', '看得出来', '郭帆', '他们', '的确', '认真', '创作', '诚恳', '征求', '遵循', '科学家', '建议', '太空', '电梯', '长镜头', '实在', '太过', '震撼', '战斗机', '无人机', '空战', '实在', '酣畅', '数字', '生命', '计划', '讨论', '极富', '哲学', '价值', '当然', '触动', '人心', '宏大', '叙事', '本土化', '精神', '表达', '虽然', '很多', '反感', '宏大', '叙事', '真正', '天问', '思考', '人类', '命运', '主题']",121,2,0.5517417192459106,正面,"[('年初一', 'TIME', 0, 3), ('。', 'MOVIE', 11, 12), (' ', 'MOVIE', 12, 13), ('马拉松', 'PERSON', 17, 20), ('，', 'MOVIE', 25, 26), ('，', 'OTHER', 39, 40), ('夜里', 'TIME', 45, 47), ('凌晨', 'TIME', 47, 49), ('，', 'OTHER', 51, 52), ('夜宵', 'TIME', 55, 57), ('后天', 'TIME', 62, 64), ('，', 'MOVIE', 68, 69), ('，', 'MOVIE', 85, 86), ('折寿', 'PERSON', 89, 91), ('，', 'OTHER', 94, 95), ('。', 'OTHER', 99, 100), (' ', 'OTHER', 100, 101), ('《', 'OTHER', 103, 104), ('》', 'MOVIE', 108, 109), ('中国', 'LOCATION', 112, 114), ('，', 'MOVIE', 121, 122), ('，', 'OTHER', 134, 135), ('中国', 'LOCATION', 143, 145), ('，', 'OTHER', 161, 162), ('宝贵', 'PERSON', 166, 168), ('。', 'OTHER', 168, 169), ('，', 'OTHER', 187, 188), ('新世界', 'OTHER', 200, 203), ('，', 'OTHER', 210, 211), ('郭帆', 'PERSON', 216, 218), ('，', 'OTHER', 228, 229), ('。', 'OTHER', 244, 245), (' ', 'OTHER', 245, 246), ('，', 'OTHER', 260, 261), ('，', 'OTHER', 276, 277), ('。', 'OTHER', 292, 293), ('，', 'OTHER', 316, 317), ('，', 'OTHER', 328, 329), ('。', 'OTHER', 348, 349)]","['马拉松', '折寿', '宝贵', '郭帆']","['中国', '中国']",[],[],"[('观影', 0.314671165631884), ('叙事', 0.2505270226072464), ('电影', 0.1929820211356522), ('科幻片', 0.18553717917826087), ('科幻电影', 0.18136787378115943), ('长镜头', 0.17813390926811595), ('看部', 0.17325750004202897), ('实在', 0.17058029093971017), ('独苗', 0.16670699100289854), ('主创', 0.15878606772173912), ('本土化', 0.14728997150289855), ('请勿', 0.14476311081956522), ('纪录片', 0.13724436019028985), ('天问', 0.13530912261608694), ('看得出来', 0.13333619255333334), ('世界级', 0.13307505479246376), ('看完', 0.13256648494014495), ('空战', 0.13256648494014495), ('电梯', 0.1283659787689855), ('流浪', 0.1270272349989855)]","['观影', '叙事', '电影', '科幻片', '科幻电影', '长镜头', '看部', '实在', '独苗', '主创', '本土化', '请勿', '纪录片', '天问', '看得出来', '世界级', '看完', '空战', '电梯', '流浪']",True,0.0016578352543721495,0.0016483129288415704,0.0016598245588942723,4,"[('看部', '中性', 0.0, '初一一口气看部之第部。 ', []), ('单日', '中性', 0.0, '之第部。 单日电影马拉松', []), ('电影', '中性', 0.0, '部。 单日电影马拉松的最', []), ('马拉松', '中性', 0.0, ' 单日电影马拉松的最后一部', []), ('激光', '中性', 0.0, '为了最好的激光IMAX版', []), ('版本', '中性', 0.0, '光IMAX版本，看完都已', []), ('回家', '中性', 0.0, '凌晨点了，回家吃夜宵加整', []), ('整理', '中性', 0.0, '家吃夜宵加整理材料后天都', []), ('材料', '中性', 0.0, '夜宵加整理材料后天都快亮', []), ('电影', '中性', 0.0, '部。 单日电影马拉松的最', []), ('小时', '中性', 0.0, '看电影几乎小时没合眼，这', []), ('折寿', '中性', 0.0, '眼，这属于折寿式观影，请', []), ('观影', '中性', 0.0, '属于折寿式观影，请勿模仿', []), ('流浪', '中性', 0.0, '。 虽然《流浪地球》几乎', []), ('地球', '中性', 0.0, '虽然《流浪地球》几乎是中', []), ('中国', '中性', 0.0, '球》几乎是中国科幻电影的', []), ('科幻电影', '中性', 0.0, '几乎是中国科幻电影的独苗，但', []), ('独苗', '正面', 0.3333333333333333, '科幻电影的独苗，但是好在', [('好', 1.0)]), ('生长', '正面', 0.3333333333333333, '是好在它的生长确实茁壮，', [('好', 1.0)]), ('中国', '中性', 0.0, '球》几乎是中国科幻电影的', []), ('科幻片', '中性', 0.0, '之力把中国科幻片的水平拉到', []), ('水平', '中性', 0.0, '国科幻片的水平拉到世界级', []), ('世界级', '中性', 0.0, '的水平拉到世界级的比较水准', []), ('水准', '中性', 0.0, '界级的比较水准，也就更显', []), ('宝贵', '中性', 0.0, '，也就更显宝贵。通过幕后', []), ('纪录片', '中性', 0.0, '。通过幕后纪录片以及实际观', []), ('实际', '中性', 0.0, '纪录片以及实际观影的体验', []), ('观影', '中性', 0.0, '属于折寿式观影，请勿模仿', []), ('体验', '中性', 0.0, '实际观影的体验来看，主创', []), ('主创', '中性', 0.0, '体验来看，主创团队的确为', []), ('团队', '中性', 0.0, '来看，主创团队的确为了构', []), ('新世界', '中性', 0.0, '了构建这个新世界耗费了巨大', []), ('心血', '中性', 0.0, '耗费了巨大心血，也看得出', []), ('郭帆', '中性', 0.0, '也看得出来郭帆他们的确是', []), ('科学家', '中性', 0.0, '征求并遵循科学家们的建议。', []), ('建议', '中性', 0.0, '科学家们的建议。 太空电', []), ('太空', '中性', 0.0, '的建议。 太空电梯的长镜', []), ('电梯', '中性', 0.0, '议。 太空电梯的长镜头实', []), ('长镜头', '中性', 0.0, '太空电梯的长镜头实在太过震', []), ('战斗机', '正面', 0.3333333333333333, '太过震撼，战斗机与无人机的', [('震撼', 1.0)]), ('无人机', '中性', 0.0, '，战斗机与无人机的空战又实', []), ('空战', '中性', 0.0, '与无人机的空战又实在酣畅', []), ('数字', '中性', 0.0, '实在酣畅，数字生命计划的', []), ('计划', '中性', 0.0, '，数字生命计划的讨论极富', []), ('哲学', '中性', 0.0, '的讨论极富哲学价值。当然', []), ('价值', '中性', 0.0, '论极富哲学价值。当然最触', []), ('人心', '中性', 0.0, '当然最触动人心的还是宏大', []), ('本土化', '中性', 0.0, '宏大叙事下本土化的精神表达', []), ('精神', '中性', 0.0, '下本土化的精神表达，虽然', []), ('天问', '中性', 0.0, '这才是真正天问式地思考人', []), ('人类', '中性', 0.0, '问式地思考人类命运的主题', []), ('命运', '中性', 0.0, '地思考人类命运的主题。', []), ('主题', '中性', 0.0, '人类命运的主题。', [])]",中性,中性,无,中性,中性,无,无,无,无,中性,0.0016525720489777894,0.9933814552089142,单日电影马拉松的最后一部，为了最好的激光IMAX版本，看完都已经夜里凌晨点了，回家吃夜宵加整理材料后天都快亮了，意味着我为了看电影几乎小时没合眼，这属于折寿式观影，请勿模仿。
豆瓣电影,这样的电影能拍三小时就是犯罪,2,圆圆的小狐狸,2023-01-24 18:12:51,35267208,这样的电影能拍三小时就是犯罪,"['电影', '小时', '犯罪']",3,2,0.4590075314044952,正面,[],[],[],[],[],"[('犯罪', 2.4012144681033334), ('电影', 2.21929324306), ('小时', 1.91529669307)]","['犯罪', '电影', '小时']",False,0.7986447975678049,0.05013698941455544,0.05073395503417571,0,"[('电影', '中性', 0.0, '这样的电影能拍三小时', []), ('小时', '中性', 0.0, '电影能拍三小时就是犯罪', [])]",中性,无,无,无,无,无,无,无,无,无,0.05018938651659621,0.05029487146686778,
豆瓣电影,开大会爱好者，喊口号爱好者，使劲煽情爱好者。“好的科幻电影，剥除科幻par都是部好电影”。从前我以为，讲不好故事是能力问题，现在更认为原因内核在于三观态度。,2,Paige.C,2023-04-20 03:02:55,35267208,开大会爱好者，喊口号爱好者，使劲煽情爱好者。好的科幻电影，剥除科幻par都是部好电影。从前我以为，讲不好故事是能力问题，现在更认为原因内核在于三观态度。,"['大会', '爱好者', '口号', '爱好者', '使劲', '煽情', '爱好者', '科幻电影', '剥除', '科幻', 'par', '部好', '电影', '从前', '以为', '不好', '故事', '能力', '问题', '现在', '认为', '原因', '内核', '在于', '三观', '态度']",26,1,0.4242624938488006,中性,"[('，', 'OTHER', 6, 7), ('，', 'OTHER', 13, 14), ('。', 'MOVIE', 21, 22), ('，', 'MOVIE', 28, 29), ('。', 'MOVIE', 42, 43), ('从前', 'TIME', 43, 45), ('，', 'MOVIE', 48, 49), ('，', 'OTHER', 59, 60), ('现在', 'TIME', 60, 62), ('三观', 'OTHER', 71, 73), ('。', 'OTHER', 75, 76)]",[],[],[],[],"[('爱好者', 1.4203267695063158), ('科幻电影', 0.6586517521526316), ('剥除', 0.6586517521526316), ('煽情', 0.5856888910368422), ('科幻', 0.5643486221894737), ('内核', 0.5312639559052631), ('使劲', 0.40667850253), ('口号', 0.4001878069494737), ('电影', 0.35041472258842105), ('大会', 0.32434870285736844), ('故事', 0.32212497705631576), ('态度', 0.3102093056073684), ('在于', 0.3055144273163158), ('原因', 0.26062273277368425), ('能力', 0.25975489885105263), ('问题', 0.20860597753052632), ('认为', 0.20187047612842104)]","['爱好者', '科幻电影', '剥除', '煽情', '科幻', '内核', '使劲', '口号', '电影', '大会', '故事', '态度', '在于', '原因', '能力', '问题', '认为']",False,0.007481758146146269,0.007437623960396411,0.9701362592653953,2,"[('大会', '中性', 0.0, '开大会爱好者，喊', []), ('爱好者', '中性', 0.0, '开大会爱好者，喊口号爱', []), ('口号', '中性', 0.0, '爱好者，喊口号爱好者，使', []), ('爱好者', '中性', 0.0, '开大会爱好者，喊口号爱', []), ('爱好者', '中性', 0.0, '开大会爱好者，喊口号爱', []), ('科幻电影', '正面', 0.6666666666666666, '好者。好的科幻电影，剥除科幻', [('好', 1.0), ('好', 1.0)]), ('科幻', '正面', 0.6666666666666666, '好者。好的科幻电影，剥除', [('好', 1.0), ('好', 1.0)]), ('电影', '正面', 0.3333333333333333, '。好的科幻电影，剥除科幻', [('好', 1.0)]), ('故事', '中性', 0.0, '为，讲不好故事是能力问题', []), ('能力', '中性', 0.0, '不好故事是能力问题，现在', []), ('问题', '中性', 0.0, '故事是能力问题，现在更认', []), ('原因', '中性', 0.0, '现在更认为原因内核在于三', []), ('内核', '中性', 0.0, '更认为原因内核在于三观态', []), ('三观', '中性', 0.0, '因内核在于三观态度。', []), ('态度', '中性', 0.0, '核在于三观态度。', [])]",正面,无,正面,无,无,中性,无,无,无,无,0.007466735224807524,0.007477623403254524,
豆瓣电影,活着是我党的人，死了是我党的数字生命。,4,无尽夏,2023-01-28 20:47:05,35267208,活着是我党的人，死了是我党的数字生命。,"['活着', '我党', '我党', '数字', '生命']",5,2,0.4388913810253143,正面,"[('，', 'OTHER', 7, 8), ('。', 'OTHER', 18, 19)]",[],[],[],[],"[('活着', 2.35660113911), ('数字', 2.15843992165), ('生命', 2.045036190293333)]","['活着', '数字', '生命']",False,0.03381716075982879,0.033604448916417645,0.0342263729933357,4,"[('数字', '中性', 0.0, '了是我党的数字生命。', [])]",无,无,无,无,无,无,无,无,无,无,0.03364824726648589,0.864703770063932,
豆瓣电影,突然觉得漫威，碟中谍等好莱坞大片好幼稚啊。。。当中国文化遇上科幻，足以令世界战栗。多个主题，三线推进还能交待得如此圆满。。。这次真的五体投地！！！为中国科幻电影骄傲！！谢谢郭导和流浪地球一切台前幕后人员！！,5,铿.路易斯,2023-01-24 23:57:11,35267208,突然觉得漫威，碟中谍等好莱坞大片好幼稚啊。。。当中国文化遇上科幻，足以令世界战栗。多个主题，三线推进还能交待得如此圆满。。。这次真的五体投地！！！为中国科幻电影骄傲！！谢谢郭导和流浪地球一切台前幕后人员！！,"['突然', '觉得', '漫威', '碟中谍', '好莱坞', '大片', '幼稚', '中国', '文化', '遇上', '科幻', '足以', '世界', '战栗', '多个', '主题', '三线', '推进', '交待', '圆满', '这次', '真的', '五体投地', '中国', '科幻电影', '骄傲', '谢谢', '郭导', '流浪', '地球', '一切', '台前幕后', '人员']",33,2,0.5148264169692993,正面,"[('漫威', 'LOCATION', 4, 6), ('，', 'OTHER', 6, 7), ('好莱坞', 'LOCATION', 11, 14), ('。', 'MOVIE', 20, 21), ('。', 'OTHER', 21, 22), ('。', 'OTHER', 22, 23), ('当', 'TIME', 23, 24), ('中国', 'LOCATION', 24, 26), ('，', 'OTHER', 32, 33), ('。', 'OTHER', 40, 41), ('，', 'OTHER', 45, 46), ('。', 'OTHER', 59, 60), ('。', 'OTHER', 60, 61), ('。', 'OTHER', 61, 62), ('！', 'MOVIE', 70, 71), ('！', 'MOVIE', 71, 72), ('！', 'MOVIE', 72, 73), ('中国', 'LOCATION', 74, 76), ('！', 'MOVIE', 82, 83), ('！', 'MOVIE', 83, 84), ('谢谢', 'PERSON', 84, 86), ('郭导', 'PERSON', 86, 88), ('！', 'OTHER', 101, 102), ('！', 'OTHER', 102, 103)]","['谢谢', '郭导']","['漫威', '好莱坞', '中国', '中国']",[],[],"[('台前幕后', 0.6289300224476191), ('科幻电影', 0.5959230138523809), ('漫威', 0.5692746429952381), ('碟中谍', 0.5692746429952381), ('科幻', 0.5106011343619047), ('战栗', 0.4364037715990476), ('好莱坞', 0.42662072520809524), ('流浪', 0.41737520071095235), ('交待', 0.3929382578004762), ('遇上', 0.3862246419561905), ('足以', 0.3453187191404762), ('大片', 0.3388138098557143), ('地球', 0.2995154695990476), ('主题', 0.29525630707428574), ('中国', 0.28831625587238097), ('推进', 0.27320506359619046), ('人员', 0.266238131237619), ('文化', 0.24233454303952381), ('觉得', 0.22994809189809523), ('世界', 0.20797759074142858)]","['台前幕后', '科幻电影', '漫威', '碟中谍', '科幻', '战栗', '好莱坞', '流浪', '交待', '遇上', '足以', '大片', '地球', '主题', '中国', '推进', '人员', '文化', '觉得', '世界']",True,0.00592859180114736,0.005913666792839652,0.005913060185401477,3,"[('漫威', '中性', 0.0, '突然觉得漫威，碟中谍等', []), ('碟中谍', '中性', 0.0, '觉得漫威，碟中谍等好莱坞大', []), ('好莱坞', '正面', 0.3333333333333333, '，碟中谍等好莱坞大片好幼稚', [('好', 1.0)]), ('大片', '正面', 0.3333333333333333, '谍等好莱坞大片好幼稚啊。', [('好', 1.0)]), ('中国', '中性', 0.0, '啊。。。当中国文化遇上科', []), ('文化', '中性', 0.0, '。。当中国文化遇上科幻，', []), ('科幻', '中性', 0.0, '国文化遇上科幻，足以令世', []), ('世界', '中性', 0.0, '幻，足以令世界战栗。多个', []), ('战栗', '中性', 0.0, '足以令世界战栗。多个主题', []), ('主题', '中性', 0.0, '战栗。多个主题，三线推进', []), ('中国', '中性', 0.0, '啊。。。当中国文化遇上科', []), ('科幻电影', '中性', 0.0, '！！为中国科幻电影骄傲！！谢', []), ('谢谢', '中性', 0.0, '影骄傲！！谢谢郭导和流浪', []), ('郭导', '中性', 0.0, '傲！！谢谢郭导和流浪地球', []), ('流浪', '中性', 0.0, '谢谢郭导和流浪地球一切台', []), ('地球', '中性', 0.0, '郭导和流浪地球一切台前幕', []), ('台前幕后', '中性', 0.0, '浪地球一切台前幕后人员！！', []), ('人员', '中性', 0.0, '切台前幕后人员！！', [])]",无,中性,中性,无,中性,无,无,无,无,中性,0.976311007619949,0.005933673600662618,当中国文化遇上科幻，足以令世界战栗。
豆瓣电影,在一众集体主义轰炸中，刘德华那条线便显得尤为珍贵,4,劝删对我不好,2023-01-26 21:44:25,35267208,在一众集体主义轰炸中，刘德华那条线便显得尤为珍贵,"['一众', '集体主义', '轰炸', '刘德华', '那条', '显得', '尤为', '珍贵']",8,2,0.555853009223938,正面,"[('，', 'OTHER', 10, 11), ('刘德华', 'PERSON', 11, 14)]",['刘德华'],[],[],[],"[('集体主义', 3.901151024866667), ('轰炸', 2.7005283325066665), ('显得', 1.9707115564133335)]","['集体主义', '轰炸', '显得']",False,0.02230190137418865,0.9104088736436001,0.022641085946546485,1,"[('集体主义', '中性', 0.0, '在一众集体主义轰炸中，刘', []), ('刘德华', '中性', 0.0, '义轰炸中，刘德华那条线便显', [])]",无,无,无,无,无,无,无,无,中性,无,0.0224097119097104,0.022238427125954353,
豆瓣电影,我个人不允许这片子评分比阿凡达2低。,5,小队长,2023-01-24 07:56:31,35267208,我个人不允许这片子评分比阿凡达低。,"['个人', '允许', '片子', '评分', '比阿凡']",5,2,0.4151937365531921,正面,"[('阿凡达', 'PERSON', 12, 15), ('。', 'OTHER', 16, 17)]",['阿凡达'],[],[],[],"[('片子', 2.3238768664975), ('评分', 2.01866938615), ('允许', 1.60337598944), ('个人', 1.3445744834675)]","['片子', '评分', '允许', '个人']",False,0.033563448908159176,0.865529726685508,0.0339281433275067,1,"[('个人', '中性', 0.0, '我个人不允许这片', []), ('片子', '中性', 0.0, '人不允许这片子评分比阿凡', []), ('评分', '中性', 0.0, '允许这片子评分比阿凡达低', []), ('阿凡达', '中性', 0.0, '片子评分比阿凡达低。', [])]",无,无,无,无,无,无,无,无,无,无,0.033641131591144076,0.03333754948768205,
豆瓣电影,吐槽如下：看了三十分钟想到后面还有两个半小时很绝望；看吴京演毛头小子谈恋爱尴尬到头皮发麻；情节设置过于潦草，太多困难源于角色的腿在不同情境下被卡住；倒计时营造的紧迫感被大量注水的情节消减，比灾难更灾难的是磨叽；特效不服务于故事毫无意义，硬吹也没用；吴京线前后割裂，刘德华线完全立不住，毫无说服力，转变也很生硬,2,paracelsus,2023-01-23 18:29:05,35267208,吐槽如下：看了三十分钟想到后面还有两个半小时很绝望；看吴京演毛头小子谈恋爱尴尬到头皮发麻；情节设置过于潦草，太多困难源于角色的腿在不同情境下被卡住；倒计时营造的紧迫感被大量注水的情节消减，比灾难更灾难的是磨叽；特效不服务于故事毫无意义，硬吹也没用；吴京线前后割裂，刘德华线完全立不住，毫无说服力，转变也很生硬,"['吐槽', '如下', '三十分钟', '想到', '后面', '两个', '半小时', '绝望', '吴京演', '毛头小子', '谈恋爱', '尴尬', '头皮发麻', '情节', '设置', '过于', '潦草', '困难', '源于', '角色', '不同', '情境', '卡住', '倒计时', '营造', '紧迫感', '大量', '注水', '情节', '消减', '灾难', '灾难', '磨叽', '特效', '服务', '故事', '毫无意义', '没用', '吴京线', '前后', '割裂', '刘德华', '完全', '不住', '毫无', '说服力', '转变', '生硬']",48,2,0.5442147850990295,正面,"[('如下', 'TIME', 2, 4), ('：', 'OTHER', 4, 5), ('；', 'OTHER', 25, 26), ('吴京', 'LOCATION', 27, 29), ('毛头小子', 'PERSON', 30, 34), ('；', 'OTHER', 44, 45), ('，', 'OTHER', 53, 54), ('卡住', 'PERSON', 71, 73), ('；', 'OTHER', 73, 74), ('，', 'OTHER', 93, 94), ('；', 'OTHER', 104, 105), ('，', 'OTHER', 117, 118), ('；', 'OTHER', 123, 124), ('吴京', 'LOCATION', 124, 126), ('，', 'OTHER', 131, 132), ('刘德华', 'PERSON', 132, 135), ('，', 'OTHER', 141, 142), ('，', 'OTHER', 147, 148)]","['毛头小子', '卡住', '刘德华']","['吴京', '吴京']",[],[],"[('吴京', 0.9267118434666667), ('灾难', 0.5008077497619999), ('情节', 0.49774207554600003), ('磨叽', 0.39849225009666667), ('头皮发麻', 0.36520795576), ('消减', 0.34299199131), ('紧迫感', 0.34123720019333337), ('注水', 0.34123720019333337), ('情境', 0.328587546138), ('倒计时', 0.328587546138), ('割裂', 0.328007821381), ('谈恋爱', 0.31411136125), ('没用', 0.2731189129076667), ('营造', 0.25470320626366666), ('绝望', 0.248235088436), ('源于', 0.24220147647033335), ('角色', 0.23407837278933333), ('毫无', 0.23056292289066666), ('过于', 0.223242404363), ('不住', 0.21855349338)]","['吴京', '灾难', '情节', '磨叽', '头皮发麻', '消减', '紧迫感', '注水', '情境', '倒计时', '割裂', '谈恋爱', '没用', '营造', '绝望', '源于', '角色', '毫无', '过于', '不住']",True,0.00411567022767344,0.004099225828951703,0.004103303365278638,3,"[('吴京', '中性', 0.0, '很绝望；看吴京演毛头小子', []), ('毛头小子', '负面', 0.3333333333333333, '；看吴京演毛头小子谈恋爱尴尬', [('尴尬', -1.0)]), ('头皮发麻', '负面', 0.3333333333333333, '恋爱尴尬到头皮发麻；情节设置', [('尴尬', -1.0)]), ('情节', '中性', 0.0, '头皮发麻；情节设置过于潦', []), ('角色', '中性', 0.0, '多困难源于角色的腿在不同', []), ('情境', '中性', 0.0, '的腿在不同情境下被卡住；', []), ('卡住', '中性', 0.0, '同情境下被卡住；倒计时营', []), ('倒计时', '中性', 0.0, '下被卡住；倒计时营造的紧迫', []), ('紧迫感', '中性', 0.0, '计时营造的紧迫感被大量注水', []), ('大量', '中性', 0.0, '的紧迫感被大量注水的情节', []), ('情节', '中性', 0.0, '头皮发麻；情节设置过于潦', []), ('灾难', '中性', 0.0, '节消减，比灾难更灾难的是', []), ('灾难', '中性', 0.0, '节消减，比灾难更灾难的是', []), ('磨叽', '中性', 0.0, '更灾难的是磨叽；特效不服', []), ('故事', '中性', 0.0, '效不服务于故事毫无意义，', []), ('毫无意义', '中性', 0.0, '服务于故事毫无意义，硬吹也没', []), ('吴京', '中性', 0.0, '很绝望；看吴京演毛头小子', []), ('刘德华', '中性', 0.0, '前后割裂，刘德华线完全立不', []), ('说服力', '中性', 0.0, '不住，毫无说服力，转变也很', [])]",无,无,无,无,无,中性,中性,无,中性,无,0.9835726948156986,0.004109105762397458,吐槽如下：看了三十分钟想到后面还有两个半小时很绝望；看吴京演毛头小子谈恋爱尴尬到头皮发麻；情节设置过于潦草，太多困难源于角色的腿在不同情境下被卡住；倒计时营造的紧迫感被大量注水的情节消减，比灾难更灾难的是磨叽；特效不服务于故事毫无意义，硬吹也没用；吴京线前后割裂，刘德华线完全立不住，毫无说服力，转变也很生硬。
豆瓣电影,可是，过去这几年的经验告诉我们，大灾当前，人类非但不会更团结，还增强了彼此毁灭的能力。,4,赫恩曼尼,2023-01-26 18:47:23,35267208,可是，过去这几年的经验告诉我们，大灾当前，人类非但不会更团结，还增强了彼此毁灭的能力。,"['过去', '几年', '经验', '告诉', '我们', '大灾', '当前', '人类', '非但', '不会', '团结', '增强', '彼此', '毁灭', '能力']",15,1,0.4280582666397095,中性,"[('，', 'OTHER', 2, 3), ('过去', 'TIME', 3, 5), ('，', 'OTHER', 15, 16), ('当前', 'TIME', 18, 20), ('，', 'OTHER', 20, 21), ('，', 'OTHER', 30, 31), ('。', 'OTHER', 42, 43)]",[],[],[],[],"[('大灾', 1.3124350337875), ('毁灭', 1.003922592355), ('增强', 0.72464792169875), ('经验', 0.71532502351625), ('人类', 0.7038330737125), ('告诉', 0.62751151610875), ('能力', 0.61691788477125), ('不会', 0.551465147445)]","['大灾', '毁灭', '增强', '经验', '人类', '告诉', '能力', '不会']",False,0.012545961552755122,0.012577623724736944,0.012687481643659121,3,"[('经验', '中性', 0.0, '去这几年的经验告诉我们，', []), ('大灾', '中性', 0.0, '告诉我们，大灾当前，人类', []), ('人类', '中性', 0.0, '大灾当前，人类非但不会更', []), ('能力', '中性', 0.0, '彼此毁灭的能力。', [])]",无,无,无,中性,无,无,无,无,无,无,0.9496123521529894,0.012576580925859391,
豆瓣电影,强行千钧一发是我最讨厌的电影情节,3,芝士猫,2023-02-19 18:17:04,35267208,强行千钧一发是我最讨厌的电影情节,"['强行', '千钧一发', '讨厌', '电影', '情节']",5,2,0.4833292961120605,正面,[],[],[],[],[],"[('讨厌', 2.0450914688425), ('强行', 2.000880946085), ('情节', 1.8665327832975), ('电影', 1.664469932295)]","['讨厌', '强行', '情节', '电影']",False,0.8658464288684392,0.03352329412013853,0.033579021293074274,0,"[('电影', '中性', 0.0, '我最讨厌的电影情节', []), ('情节', '中性', 0.0, '讨厌的电影情节', [])]",中性,无,无,无,无,无,无,无,无,无,0.03359420519176168,0.03345705052658622,
豆瓣电影,科幻灾难片×赛博朋克✓正片全特么是假的，是莫斯的特效，特效的莫斯。,5,罗斯卡娅,2023-01-22 12:05:35,35267208,科幻灾难片赛博朋克正片全特么是假的，是莫斯的特效，特效的莫斯。,"['科幻', '灾难片', '赛博', '朋克', '正片', '全特', '莫斯', '特效', '特效', '莫斯']",10,2,0.4634844064712524,正面,"[('赛博', 'PERSON', 5, 7), ('，', 'OTHER', 17, 18), ('莫斯', 'LOCATION', 19, 21), ('，', 'OTHER', 24, 25), ('莫斯', 'LOCATION', 28, 30), ('。', 'OTHER', 30, 31)]",['赛博'],"['莫斯', '莫斯']",[],[],"[('莫斯', 3.6891547693), ('朋克', 2.0857305484833333), ('正片', 2.0485399565833333), ('灾难片', 1.8654379084833332), ('科幻', 1.7871039702666665)]","['莫斯', '朋克', '正片', '灾难片', '科幻']",False,0.018423753423575134,0.01824891585296929,0.018390075352630857,4,"[('科幻', '中性', 0.0, '科幻灾难片赛博', []), ('灾难片', '中性', 0.0, '科幻灾难片赛博朋克正', []), ('赛博', '中性', 0.0, '科幻灾难片赛博朋克正片全', []), ('朋克', '中性', 0.0, '灾难片赛博朋克正片全特么', []), ('正片', '中性', 0.0, '片赛博朋克正片全特么是假', []), ('莫斯', '中性', 0.0, '是假的，是莫斯的特效，特', []), ('莫斯', '中性', 0.0, '是假的，是莫斯的特效，特', [])]",无,无,中性,无,无,无,无,无,无,无,0.018371362639149316,0.9265658927316754,
